70	91,1111	341,253 
71,1111	95,5556	341,275 
70	87,2222	332,961 
70	90,5556	337,743 
70	93,8889	334,248 
72,2222	90	341,692 
90	88,3333	360,436 
71,1111	92,7778	340,499 
70	92,7778	336,974 
78,8889	82,7778	337,192 

16,6667	97,193	94,7726 
13,3333	98,2456	93,8018 
23,3333	97,8947	96,3654 
26,6667	98,5965	92,3761 
13,3333	97,193	94,6326 
13,3333	99,6491	96,1768 
16,6667	97,8947	94,3114 
30	97,8947	96,6726 
13,3333	98,2456	93,5013 
13,3333	98,2456	92,6282 

90,6475	81,8653	3557,06 
